transaction_date,device_id,start_kwh,end_kwh,kwh,onpeak_kwh,offpeak_kwh,holiday_kwh,ex_onpeak_kwh,ex_offpeak_kwh,ex_holiday_kwh,update_date,start_date,end_date
12/20/2023,6,4225222.656,4229127.936,3905.28,3540.448,364.829,0,0.784,1.001,0,59:00.0,59:00.0,59:00.0
12/19/2023,6,4221702.912,4225222.656,3519.744,3157.36,362.227,0,0.78,0.993,0,59:00.0,59:00.0,59:00.0
12/18/2023,6,4217943.04,4221702.912,3759.872,3408.488,351.355,0,0.777,0.986,0,55:00.0,59:00.0,55:00.0
12/17/2023,6,4215157.76,4217943.04,2785.28,0,0,2785.461,0,0,1.694,26:00.0,59:00.0,26:00.0
12/16/2023,6,4212408.832,4215157.76,2748.928,0,0,2748.781,0,0,1.741,45:00.0,59:00.0,45:00.0
12/15/2023,6,4209174.784,4212408.832,3234.048,2893.032,340.995,0,0.831,0.952,0,51:00.0,59:00.0,51:00.0
12/14/2023,6,4206040.832,4209174.784,3133.952,2768.73,365.198,0,0.752,0.965,0,51:00.0,59:00.0,51:00.0
12/13/2023,6,4203140.608,4206040.832,2900.224,2543.578,356.658,0,0.527,0.787,0,24:00.0,59:00.0,24:00.0
12/12/2023,6,4199938.56,4203140.608,3202.048,2840.474,361.536,0,0.804,0.962,0,57:00.0,59:00.0,57:00.0
12/11/2023,6,4196641.024,4199938.56,3297.536,2988.869,308.762,0,0.864,0.121,0,59:00.0,35:00.0,59:00.0
12/9/2023,6,4196640.512,4196640.768,0.256,0,0,0.21,0,0,0.763,42:00.0,59:00.0,42:00.0
12/8/2023,6,4192964.096,4196640.512,3676.416,3291.865,384.611,0,0.803,0.737,0,52:00.0,59:00.0,52:00.0
12/7/2023,6,4189146.368,4192964.096,3817.728,3398.611,419.17,0,0.798,0.96,0,55:00.0,59:00.0,55:00.0
12/6/2023,6,4185528.32,4189146.368,3618.048,3214.448,403.632,0,0.723,0.952,0,59:00.0,59:00.0,59:00.0
12/5/2023,6,4182951.168,4185528.32,2577.152,0,0,2577.004,0,0,1.674,41:00.0,59:00.0,41:00.0
12/4/2023,6,4180332.032,4182951.168,2619.136,2260.517,358.625,0,0.803,0.962,0,57:00.0,59:00.0,57:00.0
12/3/2023,6,4176502.272,4180332.032,3829.76,0,0,3829.719,0,0,1.727,56:00.0,59:00.0,56:00.0
12/2/2023,6,4173037.568,4176502.272,3464.704,0,0,3464.693,0,0,1.73,47:00.0,59:00.0,47:00.0
12/1/2023,6,4169825.536,4173037.568,3212.032,2714.789,497.276,0,0.809,0.954,0.002,59:00.0,01:00.0,59:00.0
11/30/2023,6,4166452.224,4169825.536,3373.312,3020.964,352.489,0,0.814,0.976,0,54:00.0,59:00.0,54:00.0
11/29/2023,6,4163466.752,4166452.224,2985.472,2617.676,367.579,0,0.842,0.939,0,58:00.0,59:00.0,58:00.0
11/28/2023,6,4160115.2,4163466.752,3351.552,2905.48,446.242,0,0.696,0.967,0,58:00.0,59:00.0,58:00.0
11/27/2023,6,4156875.776,4160115.2,3239.424,2937.848,301.468,0,0.808,0.966,0,57:00.0,59:00.0,57:00.0
11/26/2023,6,4153530.88,4156875.776,3344.896,0,0,3344.944,0,0.003,1.794,59:00.0,59:00.0,59:00.0
11/25/2023,6,4149477.632,4153530.88,4053.248,0,0,4053.22,0,0,1.704,30:00.0,59:00.0,30:00.0
11/24/2023,6,4145244.672,4149477.632,4232.96,3737.092,495.959,0,0.812,0.927,0,50:00.0,59:00.0,50:00.0
11/23/2023,6,4141450.24,4145244.672,3794.432,3301.704,492.675,0,0.813,0.931,0,52:00.0,59:00.0,52:00.0
11/22/2023,6,4137313.024,4141450.24,4137.216,3643.68,493.587,0,0.837,0.941,0,58:00.0,59:00.0,58:00.0
11/21/2023,6,4133142.784,4137313.024,4170.24,3683.948,486.232,0,0.818,0.939,0,56:00.0,59:00.0,56:00.0
11/20/2023,6,4128897.792,4133142.784,4244.992,3747.272,497.646,0,0.797,0.941,0,56:00.0,59:00.0,56:00.0
11/19/2023,6,4125781.248,4128897.792,3116.544,0,0,3116.668,0,0,1.713,41:00.0,59:00.0,41:00.0
11/18/2023,6,4121501.952,4125781.248,4279.296,0,0,4279.189,0,0,1.69,30:00.0,59:00.0,30:00.0
11/17/2023,6,4118904.32,4121501.952,2597.632,2197.472,400.21,0,0.704,0.532,0,43:00.0,58:54.0,43:00.0
11/16/2023,6,4115857.664,4118904.32,3046.656,2743.442,303.115,0,0.816,1.01,0,57:16.0,58:42.0,57:16.0
11/15/2023,6,4112222.464,4115857.664,3635.2,3164.834,470.349,0,0.812,0.969,0,58:42.0,59:00.0,58:42.0
11/14/2023,6,4107972.096,4112222.464,4250.368,3682.45,568.123,0,0.823,0.909,0,34:00.0,59:00.0,34:00.0
11/13/2023,6,4104517.12,4107972.096,3454.976,3198.508,256.379,0,0.781,0.922,0,24:00.0,59:00.0,24:00.0
11/12/2023,6,4101088.256,4104517.12,3428.864,0,0,3428.874,0,0.002,1.751,59:00.0,59:00.0,59:00.0
11/11/2023,6,4098601.216,4101088.256,2487.04,0,0,2487.023,0,0,1.712,32:00.0,59:00.0,32:00.0
11/10/2023,6,4096446.976,4098601.216,2154.24,1823.69,330.539,0,0.816,0.912,0,41:00.0,59:00.0,41:00.0
11/9/2023,6,4093764.608,4096446.976,2682.368,2296.892,385.432,0,0.817,0.908,0,49:00.0,59:00.0,49:00.0
11/8/2023,6,4091045.376,4093764.608,2719.232,2316.499,402.825,0,0.796,0.93,0,58:00.0,59:00.0,58:00.0
11/7/2023,6,4088149.76,4091045.376,2895.616,2590.233,305.343,0,0.807,0.899,0,44:00.0,59:00.0,44:00.0
11/6/2023,6,4084266.24,4088149.76,3883.52,3313.574,569.882,0,0.826,0.905,0,51:00.0,59:00.0,51:00.0
11/5/2023,6,4081736.192,4084266.24,2530.048,0,0,2530.159,0,0,1.752,57:00.0,59:00.0,57:00.0
11/4/2023,6,4078207.488,4081736.192,3528.704,0,0,3528.736,0,0,1.756,57:00.0,59:00.0,57:00.0
11/3/2023,6,4074475.008,4078207.488,3732.48,3195.497,536.831,0,0.796,0.894,0,33:00.0,59:00.0,33:00.0
11/2/2023,6,4070476.544,4074475.008,3998.464,3539.321,459.299,0,0.798,0.934,0,59:00.0,59:00.0,59:00.0
11/1/2023,6,4067078.144,4070476.544,3398.4,2885.277,513.042,0,0.781,0.914,0,49:00.0,01:00.0,49:00.0
10/31/2023,6,4063985.152,4067078.144,3092.992,2806.196,286.711,0,0.769,0.941,0,56:00.0,59:00.0,56:00.0
10/30/2023,6,4062188.544,4063985.152,1796.608,1275.068,521.697,0,0.789,0.932,0,59:00.0,59:00.0,59:00.0
10/29/2023,6,4060022.528,4062188.544,2166.016,0,0,2165.974,0,0,1.742,53:00.0,59:00.0,53:00.0
10/28/2023,6,4057640.448,4060022.528,2382.08,0,0,2382.108,0,0,1.725,59:00.0,59:00.0,59:00.0
10/27/2023,6,4055411.2,4057640.448,2229.248,1793.444,435.782,0,0.786,0.899,0.002,59:00.0,59:00.0,59:00.0
10/26/2023,6,4052146.944,4055411.2,3264.256,2725.016,539.278,0,0.766,0.921,0,53:00.0,59:00.0,53:00.0
10/25/2023,6,4048592.128,4052146.944,3554.816,2907.112,647.727,0,0.791,0.939,0,59:00.0,59:00.0,59:00.0
10/24/2023,6,4044367.36,4048592.128,4224.768,3705.724,504.505,14.506,0.818,0.219,0.425,56:00.0,47:45.0,56:00.0
10/23/2023,6,4044367.36,4044367.36,0,0,0,0,0,0,0.27,36:32.0,58:44.0,36:32.0
10/22/2023,6,4039958.272,4044367.36,4409.088,0,0,4409.024,0,0,1.681,41:05.0,58:29.0,41:05.0
10/21/2023,6,4037931.776,4039958.272,2026.496,0,0,2026.642,0,0,0.993,57:05.0,49:03.0,57:05.0
10/20/2023,6,4033632.256,4037931.776,4299.52,3730.068,569.354,0,0.713,0.717,0,47:40.0,58:17.0,47:40.0
10/19/2023,6,4029344.512,4033632.256,4287.744,3805.536,482.245,0,0.828,0.909,0,50:58.0,59:51.0,50:58.0
10/18/2023,6,4024637.44,4029344.512,4707.072,4118.706,588.359,0,0.799,0.935,0,54:16.0,59:00.0,54:16.0
10/17/2023,6,4017723.904,4024637.44,6913.536,6301.28,612.228,0,1.478,1.097,0,55:31.0,34:53.0,55:31.0
10/16/2023,6,4015749.376,4017708.288,1958.912,1542.308,416.655,0,0,0.71,0,33:27.0,58:51.0,33:27.0
10/15/2023,6,4012310.784,4015749.376,3438.592,0,0,3438.433,0,0,1.67,57:32.0,59:27.0,57:32.0
10/14/2023,6,4007719.424,4012310.784,4591.36,0,0,4591.38,0,0,1.69,58:09.0,59:35.0,58:09.0
10/13/2023,6,4004753.408,4007719.424,2966.016,0,0,2965.946,0,0,1.678,58:01.0,58:33.0,58:01.0
10/12/2023,6,4001076.48,4004753.408,3676.928,3362.586,314.378,0,0.759,0.9,0,57:04.0,59:40.0,57:04.0
10/11/2023,6,3998288.64,4001076.48,2787.84,2576.282,211.579,0,0.882,0.931,0,50:16.0,59:56.0,50:16.0
10/10/2023,6,3996214.528,3998288.64,2074.112,1915.574,158.44,0,0.814,1.167,0,58:49.0,58:58.0,58:49.0
10/9/2023,6,3993071.872,3996214.528,3142.656,2895.022,247.829,0,0.75,0.917,0,58:58.0,59:33.0,58:58.0
10/8/2023,6,3989913.344,3993071.872,3158.528,0,0,3158.455,0,0.003,1.658,59:33.0,59:01.0,59:33.0
10/7/2023,6,3986099.968,3989913.344,3813.376,0,0,3813.423,0,0,1.681,47:34.0,59:01.0,47:34.0
10/6/2023,6,3982724.352,3986099.968,3375.616,2917.433,458.059,0,0.751,0.877,0,53:43.0,58:51.0,53:43.0
10/5/2023,6,3979904.256,3982724.352,2820.096,2191.141,629.081,0,0.763,0.898,0,57:31.0,58:44.0,57:31.0
10/4/2023,6,3977543.424,3979904.256,2360.832,2121.251,239.452,0,0.766,0.912,0,57:12.0,58:46.0,57:12.0
10/3/2023,6,3974158.592,3977543.424,3384.832,3076.102,308.787,0,0.757,0.916,0,58:46.0,58:54.0,58:46.0
10/2/2023,6,3970450.176,3974158.592,3708.416,3351.091,357.277,0,0.718,0.91,0,58:54.0,59:57.0,58:54.0
10/1/2023,6,3968373.76,3970450.176,2076.416,0,0,2076.404,0,0,1.64,52:51.0,00:00.0,52:51.0
9/30/2023,6,3964444.928,3968373.76,3928.832,0,0,3928.882,0,0,1.658,57:31.0,59:53.0,57:31.0
9/29/2023,6,3960744.704,3964444.928,3700.224,3231.872,468.356,0,0.752,0.938,0.004,59:53.0,59:50.0,59:53.0
9/28/2023,6,3957085.696,3960744.704,3659.008,3335.284,323.859,0,0.756,0.913,0,56:39.0,58:28.0,56:39.0
9/27/2023,6,3955291.648,3957085.696,1794.048,1787.576,6.303,0,0.749,1.521,0,57:12.0,59:21.0,57:12.0
9/26/2023,6,3953501.44,3955291.648,1790.208,1466.436,323.814,0,0.726,0.917,0,59:21.0,59:09.0,59:21.0
9/25/2023,6,3949684.992,3953501.44,3816.448,3349.904,466.623,0,0.735,0.896,0,59:09.0,59:17.0,59:09.0
9/24/2023,6,3945280,3949684.992,4404.992,0,0,4404.934,0,0.002,1.663,59:17.0,59:02.0,59:17.0
9/23/2023,6,3941652.224,3945280,3627.776,0,0,3627.874,0,0,1.662,59:02.0,59:57.0,59:02.0
9/22/2023,6,3937715.456,3941652.224,3936.768,3551.708,384.881,0,1.137,0.916,0.004,59:57.0,58:49.0,59:57.0
9/21/2023,6,3933399.808,3937715.456,4315.648,3655.216,660.417,0,0.764,0.887,0,58:49.0,59:13.0,58:49.0
9/20/2023,6,3928172.288,3933399.808,5227.52,4565.044,662.589,0,0.75,0.891,0,59:13.0,59:20.0,59:13.0
9/19/2023,6,3923668.992,3928172.288,4503.296,4196.552,306.651,0,0.75,0.931,0,59:20.0,59:37.0,59:20.0
9/18/2023,6,3920294.4,3923668.992,3374.592,3110.708,263.909,0,0.719,0.919,0,59:37.0,59:18.0,59:37.0
9/17/2023,6,3916161.024,3920294.4,4133.376,0,0,4133.412,0,0.002,1.626,59:18.0,59:47.0,59:18.0
9/16/2023,6,3912740.864,3916161.024,3420.16,0,0,3420.066,0,0,1.71,59:47.0,59:29.0,59:47.0
9/15/2023,6,3909786.88,3912740.864,2953.984,2638.164,315.801,0,0.746,0.931,0.003,59:29.0,59:45.0,59:29.0
9/14/2023,6,3906205.184,3909786.88,3581.696,3051.232,530.537,0,0.59,0.905,0,59:45.0,58:44.0,59:45.0
9/13/2023,6,3902639.872,3906205.184,3565.312,3202.156,363.137,0,0.744,0.912,0,58:44.0,59:46.0,58:44.0
9/12/2023,6,3899675.904,3902639.872,2963.968,2654.91,309.123,0,0.756,0.94,0,58:34.0,59:08.0,58:34.0
9/11/2023,6,3895984.896,3899675.904,3691.008,3186.6,504.292,0,0.656,0.885,0,59:08.0,59:42.0,59:08.0
9/10/2023,6,3893592.064,3895984.896,2392.832,0,0,2392.987,0,0.003,1.645,59:42.0,57:58.0,59:42.0
9/9/2023,6,3889109.248,3893592.064,4482.816,0,0,4482.78,0,0,1.605,56:38.0,58:40.0,56:38.0
9/8/2023,6,3885265.664,3889109.248,3843.584,3348.532,495.107,0,0.749,0.91,0.001,58:40.0,58:51.0,58:40.0
9/7/2023,6,3882363.904,3885265.664,2901.76,2523.127,378.504,0,0.726,0.919,0,55:42.0,59:45.0,55:42.0
9/6/2023,6,3879700.224,3882363.904,2663.68,2425.388,238.471,0,0.737,0.977,0,58:19.0,59:57.0,58:19.0
9/5/2023,6,3875877.376,3879700.224,3822.848,3399.107,423.647,0,0.727,0.907,0,58:22.0,59:49.0,58:22.0
9/4/2023,6,3868086.272,3875877.376,7791.104,4221.67,613.43,2956.076,0.718,0.885,1.51,59:49.0,59:59.0,59:49.0
9/3/2023,6,3868086.272,3868086.272,0,0,0,0,0,0,0.104,59:59.0,58:52.0,59:59.0
9/2/2023,6,3864133.12,3868086.272,3953.152,0,0,3953.04,0,0,1.725,58:52.0,59:48.0,58:52.0
9/1/2023,6,3860464.64,3864133.12,3668.48,3259.771,408.633,0,0.717,0.95,0.001,58:40.0,59:23.0,58:40.0
8/31/2023,6,3857004.288,3860464.64,3460.352,3000.072,460.345,0,1.24,0.905,0,56:40.0,59:49.0,56:40.0
8/30/2023,6,3853697.792,3857004.288,3306.496,3118.82,187.812,0,0.706,0.947,0,59:49.0,59:20.0,59:49.0
8/29/2023,6,3849919.488,3853697.792,3778.304,3442.116,336.093,0,0.696,0.921,0,59:20.0,58:49.0,59:20.0
8/28/2023,6,3845992.704,3849919.488,3926.784,3520.124,406.702,0,0.722,0.891,0,57:26.0,59:19.0,57:26.0
8/27/2023,6,3842211.072,3845992.704,3781.632,0,0,3781.476,0,0.003,1.631,59:19.0,59:52.0,59:19.0
8/26/2023,6,3838461.952,3842211.072,3749.12,0,0,3749.344,0,0,1.586,59:52.0,59:57.0,59:52.0
8/25/2023,6,3835021.824,3838461.952,3440.128,2891.12,548.975,0,0.691,0.909,0.001,58:37.0,58:00.0,58:37.0
8/24/2023,6,3829819.136,3835021.824,5202.688,4534.096,668.553,0,0.689,0.891,0,56:44.0,58:44.0,56:44.0
8/23/2023,6,3825876.48,3829819.136,3942.656,3587.024,355.53,0,0.708,0.91,0,58:44.0,58:31.0,58:44.0
8/22/2023,6,3821507.328,3825876.48,4369.152,3725.18,644.167,0,0.7,0.877,0,55:32.0,58:55.0,55:32.0
8/21/2023,6,3818005.504,3821507.328,3501.824,3109.62,392.117,0,1.037,0.886,0,57:32.0,58:53.0,57:32.0
8/20/2023,6,3814603.008,3818005.504,3402.496,0,0,3402.34,0,0.002,1.586,58:53.0,59:27.0,58:53.0
8/19/2023,6,3810383.36,3814603.008,4219.648,0,0,4219.892,0,0,1.562,59:27.0,59:06.0,59:27.0
8/18/2023,6,3806560.512,3810383.36,3822.848,3178.492,644.241,0,0.706,0.893,0.002,59:06.0,59:08.0,59:06.0
8/17/2023,6,3802096.64,3806560.512,4463.872,4033.978,429.964,0,0.681,0.219,0,57:51.0,38:47.0,57:51.0
8/16/2023,6,3798515.968,3802096.64,3580.672,3222.194,358.363,0,0.59,0.702,0,38:47.0,59:21.0,38:47.0
8/15/2023,6,3792164.096,3798515.968,6351.872,5857.77,494.198,0,0.785,0.206,0,59:21.0,50:37.0,59:21.0
8/14/2023,6,3789795.584,3792164.096,2368.512,0,105.601,2262.978,0,0.699,0.848,50:37.0,32:21.0,50:37.0
8/13/2023,6,3787266.56,3789795.584,2529.024,0,0,2528.902,0,0,0.689,32:21.0,58:48.0,32:21.0
8/12/2023,6,3783658.752,3787266.56,3607.808,0,0,3607.817,0,0,1.762,57:32.0,58:50.0,57:32.0
8/11/2023,6,3779419.136,3783658.752,4239.616,3748.428,491.294,0,0.701,0.896,0,57:45.0,59:46.0,57:45.0
8/10/2023,6,3775177.728,3779419.136,4241.408,3743.522,497.738,0,0.751,0.924,0,59:46.0,59:15.0,59:46.0
8/9/2023,6,3770532.864,3775177.728,4644.864,3999.763,645.213,0,0.964,0.921,0,59:15.0,59:16.0,59:15.0
8/8/2023,6,3767133.696,3770532.864,3399.168,2964.865,434.228,0,0.741,0.9,0,59:16.0,59:20.0,59:16.0
8/7/2023,6,3764095.744,3767133.696,3037.952,2660.402,377.453,0,0.662,0.896,0,59:20.0,59:37.0,59:20.0
8/6/2023,6,3760078.336,3764095.744,4017.408,0,0,4017.47,0,0.003,1.819,59:37.0,59:35.0,59:37.0
8/5/2023,6,3755450.112,3760078.336,4628.224,0,0,4628.324,0,0,1.608,59:35.0,59:34.0,59:35.0
8/4/2023,6,3751736.32,3755450.112,3713.792,3310.957,402.691,0,1.559,1.388,0.003,59:34.0,58:23.0,59:34.0
8/3/2023,6,3747708.416,3751736.32,4027.904,3715.209,312.762,0,0.72,0.97,0,58:23.0,59:05.0,58:23.0
8/1/2023,6,3740649.728,3744867.584,4217.856,0,0,4217.761,0,0,1.734,59:21.0,00:32.0,59:21.0
7/31/2023,6,3737186.816,3740649.728,3462.912,3154.368,308.535,0,0.691,0.948,0,57:24.0,59:25.0,57:24.0
7/30/2023,6,3733448.704,3737186.816,3738.112,0,0,3738.1,0,0.003,1.457,59:25.0,59:37.0,59:25.0
7/29/2023,6,3730252.288,3733448.704,3196.416,0,0,3196.426,0,0,1.649,58:29.0,59:13.0,58:29.0
7/28/2023,6,3727004.672,3730252.288,3247.616,0,0,3247.662,0,0,1.573,59:13.0,59:26.0,59:13.0
7/27/2023,6,3722173.184,3727004.672,4831.488,4114.612,716.962,0,0.688,0.874,0.003,59:26.0,59:59.0,59:26.0
7/26/2023,6,3718299.648,3722173.184,3873.536,3408.04,465.384,0,0.694,0.925,0,58:54.0,59:02.0,58:54.0
7/25/2023,6,3714000.384,3718299.648,4299.264,3605.472,693.953,0,0.755,0.88,0,59:02.0,59:48.0,59:02.0
7/24/2023,6,3710071.808,3714000.384,3928.576,3650.552,277.901,0,0.706,0.224,0,59:48.0,55:02.0,59:48.0
7/23/2023,6,3707543.552,3710071.808,2528.256,0,0,2528.218,0,0,1.44,55:02.0,59:41.0,55:02.0
7/22/2023,6,3704314.624,3707543.552,3228.928,0,0,3228.964,0,0,1.657,59:41.0,59:48.0,59:41.0
7/21/2023,6,3701119.744,3704314.624,3194.88,2871.92,323.043,0,0.7,0.911,0.003,59:48.0,59:09.0,59:48.0
7/20/2023,6,3698083.84,3701119.744,3035.904,2662.072,373.875,0,0.704,0.998,0,59:09.0,59:31.0,59:09.0
7/19/2023,6,3694359.04,3698083.84,3724.8,3399.8,324.996,0,0.705,0.897,0,59:31.0,59:10.0,59:31.0
7/18/2023,6,3690545.408,3694359.04,3813.632,3372.472,441.039,0,0.696,0.885,0,59:10.0,59:13.0,59:10.0
7/17/2023,6,3687020.8,3690545.408,3524.608,3269.3,255.214,0,0.703,0.9,0,59:13.0,59:41.0,59:13.0
7/16/2023,6,3683606.016,3687020.8,3414.784,0,0,3414.834,0,0.003,1.582,59:41.0,59:56.0,59:41.0
7/15/2023,6,3679490.56,3683606.016,4115.456,0,0,4115.566,0,0,1.594,59:56.0,58:59.0,59:56.0
7/14/2023,6,3675190.528,3679490.56,4300.032,3849.334,450.698,0,0.671,0.896,0.002,58:59.0,59:36.0,58:59.0
7/13/2023,6,3669965.824,3675190.528,5224.704,4563.584,661.007,0,0.685,0.896,0,59:36.0,59:55.0,59:36.0
7/12/2023,6,3665148.928,3669965.824,4816.896,4376.646,440.43,0,0.681,0.906,0,59:55.0,59:53.0,59:55.0
7/11/2023,6,3661709.824,3665148.928,3439.104,2849.276,589.621,0,0.709,0.893,0,58:43.0,59:45.0,58:43.0
7/10/2023,6,3656934.4,3661709.824,4775.424,4141.32,634.248,0,0.701,0.9,0,59:45.0,59:50.0,59:45.0
7/9/2023,6,3652989.184,3656934.4,3945.216,0,0,3945.057,0,0.001,1.561,58:44.0,59:05.0,58:44.0
7/8/2023,6,3648970.752,3652989.184,4018.432,0,0,4018.648,0,0,1.604,59:05.0,59:26.0,59:05.0
7/7/2023,6,3644097.024,3648970.752,4873.728,4175.442,698.197,0,0.668,0.876,0.003,59:26.0,59:25.0,59:26.0
7/6/2023,6,3638675.968,3644097.024,5421.056,4712.641,708.449,0,0.68,0.924,0,59:25.0,59:26.0,59:25.0
7/5/2023,6,3638665.216,3638675.968,10.752,10.725,0,0,0.672,0.208,0,59:26.0,50:12.0,59:26.0
7/4/2023,6,3636718.848,3638665.216,1946.368,1686.658,259.643,0,0,0.717,0,50:12.0,59:28.0,50:12.0
7/3/2023,6,3632639.744,3636718.848,4079.104,3559.854,519.272,0,0.691,0.887,0,59:28.0,59:24.0,59:28.0
7/1/2023,6,3624439.296,3627486.976,3047.68,0,0,3047.636,0,0,1.601,58:34.0,00:06.0,58:34.0
6/30/2023,6,3619601.664,3624439.296,4837.632,4135.656,702.05,0,0.674,0.87,0,57:16.0,59:44.0,57:16.0
6/29/2023,6,3614879.232,3619601.664,4722.432,4023.624,698.679,0,0.656,0.884,0,59:44.0,59:25.0,59:44.0
6/28/2023,6,3610893.056,3614879.232,3986.176,3602.088,384.249,0,0.689,0.936,0,59:25.0,59:44.0,59:25.0
6/27/2023,6,3586314.24,3610893.056,24578.816,18090.572,1746.941,4741.252,3.377,3.147,2.236,59:44.0,27:30.0,59:44.0
6/20/2023,6,3583969.536,3586314.24,2344.704,1826.76,518.04,0,0,0.682,0,27:30.0,59:38.0,27:30.0
6/19/2023,6,3580421.888,3583969.536,3547.648,3197.008,350.488,0,0.662,0.876,0,59:38.0,59:13.0,59:38.0
6/18/2023,6,3576510.976,3580421.888,3910.912,0,0,3910.924,0,0.002,1.543,59:13.0,59:44.0,59:13.0
6/17/2023,6,3572016.64,3576510.976,4494.336,0,0,4494.412,0,0,1.579,59:44.0,59:48.0,59:44.0
6/16/2023,6,3563486.208,3572016.64,8530.432,7443.452,1086.851,0,1.986,1.961,0.003,59:48.0,39:36.0,59:48.0
6/14/2023,6,3560255.488,3563486.208,3230.72,2917.968,312.838,0,0.006,1.043,0,39:36.0,59:40.0,39:36.0
6/13/2023,6,3556347.904,3560255.488,3907.584,3476.612,430.874,0,0.696,0.906,0,59:40.0,58:54.0,59:40.0
6/12/2023,6,3551812.864,3556347.904,4535.04,4040.778,494.444,0,0.676,0.875,0,58:54.0,59:19.0,58:54.0
6/11/2023,6,3548050.432,3551812.864,3762.432,0,0,3762.429,0,0.002,1.571,59:19.0,59:44.0,59:19.0
6/10/2023,6,3543468.8,3548050.432,4581.632,0,0,4581.544,0,0,1.563,59:44.0,59:03.0,59:44.0
6/9/2023,6,3539457.024,3543468.8,4011.776,3412.714,598.964,0,0.693,0.914,0.002,59:03.0,59:18.0,59:03.0
6/8/2023,6,3535651.072,3539457.024,3805.952,3385.838,420.344,0,0.706,0.866,0,59:18.0,59:20.0,59:18.0
6/7/2023,6,3532122.88,3535651.072,3528.192,2835.391,692.589,0,0.651,0.877,0,59:20.0,59:44.0,59:20.0
6/6/2023,6,3528298.752,3532122.88,3824.128,3332.625,491.568,0,0.714,0.88,0,59:44.0,59:05.0,59:44.0
6/5/2023,6,3523819.52,3528298.752,4479.232,3824.758,654.415,0,0.699,0.862,0,59:05.0,58:55.0,59:05.0
6/4/2023,6,3518627.072,3523819.52,5192.448,0,0,5192.453,0,0.002,1.551,58:55.0,59:20.0,58:55.0
6/3/2023,6,3513098.752,3518627.072,5528.32,0,0,5528.477,0,0,1.577,59:20.0,58:45.0,59:20.0
6/2/2023,6,3507664.384,3513098.752,5434.368,4707.61,726.712,0,0.691,0.872,0.001,58:45.0,59:59.0,58:45.0
6/1/2023,6,3502564.608,3507664.384,5099.776,4351.659,748.063,0,0.621,0.863,0,56:33.0,00:21.0,56:33.0
5/31/2023,6,3497096.192,3502564.608,5468.416,4739.968,728.53,0,0.68,0.865,0,56:44.0,59:58.0,56:44.0
5/30/2023,6,3492318.976,3497096.192,4777.216,4218.824,558.267,0,0.656,0.795,0,46:11.0,58:19.0,46:11.0
5/29/2023,6,3488451.328,3492318.976,3867.648,3624.884,242.722,0,0.693,0.909,0,36:24.0,59:23.0,36:24.0
5/28/2023,6,3485122.56,3488451.328,3328.768,0,0,3328.992,0,0,1.633,55:57.0,59:40.0,55:57.0
5/27/2023,6,3480411.392,3485122.56,4711.168,0,0,4710.968,0,0,1.683,59:40.0,58:36.0,59:40.0
5/26/2023,6,3475082.496,3480411.392,5328.896,4629.388,699.695,0,0.7,0.85,0,57:07.0,58:33.0,57:07.0
5/25/2023,6,3470488.32,3475082.496,4594.176,3928.748,665.359,0,0.69,0.733,0,54:07.0,59:15.0,54:07.0
5/24/2023,6,3465917.952,3470488.32,4570.368,4297.156,273.303,0,0.691,0.018,0,27:37.0,26:29.0,27:37.0
5/23/2023,6,3462735.36,3465917.952,3182.592,3182.456,0,0,0.837,0.081,0,26:29.0,59:42.0,26:29.0
5/22/2023,6,3458368.256,3462735.36,4367.104,3783.956,583.25,0,0.701,0.883,0,54:33.0,58:53.0,54:33.0
5/21/2023,6,3453457.408,3458368.256,4910.848,0,0,4910.714,0,0,1.59,57:25.0,59:17.0,57:25.0
5/20/2023,6,3448480.512,3453457.408,4976.896,0,0,4977.034,0,0,1.631,57:50.0,58:56.0,57:50.0
5/19/2023,6,3443341.824,3448480.512,5138.688,4482.112,656.484,0,0.706,0.906,0.002,58:56.0,59:55.0,58:56.0
5/18/2023,6,3438651.648,3443341.824,4690.176,4006.64,683.437,0,0.716,0.919,0,58:38.0,59:38.0,58:38.0
5/17/2023,6,3433303.808,3438651.648,5347.84,4665.198,682.804,0,0.706,0.908,0,59:38.0,58:35.0,59:38.0
5/16/2023,6,3427986.944,3433303.808,5316.864,4613.372,703.456,0,0.697,0.899,0,58:35.0,59:28.0,58:35.0
5/15/2023,6,3423381.248,3427986.944,4605.696,3947.728,657.953,0,0.69,0.871,0,58:00.0,59:46.0,58:00.0
5/14/2023,6,3418957.312,3423381.248,4423.936,0,0,4423.904,0,0,1.59,54:04.0,58:52.0,54:04.0
5/13/2023,6,3414708.736,3418957.312,4248.576,0,0,4248.658,0,0,1.566,41:02.0,59:27.0,41:02.0
5/12/2023,6,3410901.248,3414708.736,3807.488,3255.982,551.428,0,0.921,0.903,0,51:53.0,58:53.0,51:53.0
5/11/2023,6,3407440.896,3410901.248,3460.352,3328.048,132.201,0,0.691,0.875,0,58:53.0,59:58.0,58:53.0
5/10/2023,6,3403866.368,3407440.896,3574.528,3373.779,200.93,0,0.722,0.916,0,48:22.0,58:49.0,48:22.0
5/9/2023,6,3400060.672,3403866.368,3805.696,3305.476,500.063,0,0.71,0.891,0,58:49.0,59:00.0,58:49.0
5/8/2023,6,3396889.856,3400060.672,3170.816,2640.743,530.05,0,1.958,0.885,0.073,59:00.0,15:44.0,59:00.0
